article_id,source_name,title,countries_mentioned,country,mentions_own_country,about_own_country,event,bias,adfontes_bias,mentions_gw
735,NPR,This expert on water scarcity would never call herself a 'genius.' But MacArthur would,"['bolivia', 'bolivia', 'bolivia', 'bolivia', 'bolivia', 'bolivia', 'brazil', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates']",us,True,False,cyclone,left-center,Middle,False
1788,Al Jazeera English,Russia pursues Avdiivka with ‘meat assaults’ in a replay of Bakhmut,"['russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'ukraine', 'ukraine', 'ukraine', 'ukraine', 'ukraine', 'ukraine', 'ukraine', 'ukraine', 'ukraine', 'ukraine', 'ukraine', 'ukraine', 'ukraine', 'ukraine', 'ukraine', 'ukraine', 'ukraine', 'ukraine', 'ukraine', 'ukraine', 'ukraine', 'ukraine', 'not found', 'us', 'us', 'romania', 'bulgaria']",us,True,False,cyclone,left-center,Skews Left,False
1912,ABC News,Early morning storms leave path of damage from Tampa Bay into north Florida,"['unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates']",us,True,True,cyclone,left-center,Middle,False
2165,Phys.Org,Tornadoes in the UK are surprisingly common and no one knows why,"['unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'us', 'us', 'us', 'us', 'us', 'us', 'us', 'uk', 'uk', 'uk', 'uk', 'uk', 'uk', 'uk', 'uk', 'uk', 'uk', 'uk', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates']",gb,True,False,cyclone,pro-science,Middle,False
6797,Business Insider,How 1880s technology made it possible for 2 women to travel around the world in under 80 days,"['unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'us', 'us', 'us', 'us', 'indonesia', 'india', 'egypt', 'yemen', 'yemen', 'yemen', 'yemen', 'canada', 'srilanka', 'malaysia', 'malaysia', 'hongkong', 'hongkong', 'hongkong', 'hongkong', 'singapore', 'singapore', 'singapore', 'japan', 'japan', 'france', 'france', 'france', 'germany', 'not found', 'italy', 'ireland', 'china']",us,True,True,cyclone,left-center,Middle,False
7275,Phys.Org,Four dead as Tropical Storm Pilar dumps heavy rains on C. America,"['elsalvador', 'elsalvador', 'elsalvador', 'honduras', 'honduras', 'guatemala', 'guatemala', 'mexico', 'mexico']",gb,False,False,cyclone,pro-science,Middle,False
11973,ABC News,Evacuations ordered as remnants of Typhoon Koinu hit southern China,"['taiwan', 'taiwan', 'taiwan', 'taiwan', 'china', 'china', 'china', 'china', 'china', 'china', 'china', 'china', 'china', 'china', 'hongkong', 'hongkong', 'hongkong']",us,False,False,cyclone,left-center,Middle,False
11993,ABC News,Hong Kong cancels scores of flights as Tropical Storm Koinu draws nearer,"['hongkong', 'hongkong', 'hongkong', 'hongkong', 'hongkong', 'hongkong', 'hongkong', 'hongkong', 'china', 'china', 'china', 'china', 'taiwan']",us,False,False,cyclone,left-center,Middle,False
12504,Business Insider,"Sunny days for the US economy could end abruptly if these 2 'storm clouds' hit, JPMorgan's Jamie Dimon warns","['us', 'us', 'russia', 'ukraine']",us,True,False,cyclone,left-center,Middle,False
12587,Business Insider,"Russia tried to field an elite series of 'storm' units but ended up stuffing them with convicts instead, UK intel says","['russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'uk', 'uk', 'ukraine', 'ukraine']",us,False,False,cyclone,left-center,Middle,False
12642,Business Insider,"Russian soldiers who drink and break rules get sent to punishment battalions where they are likely to die fighting, report says","['ukraine', 'ukraine', 'ukraine', 'ukraine', 'ukraine', 'russia', 'russia']",us,False,False,cyclone,left-center,Middle,False
12671,Business Insider,"Russia is promising prisoners a $31,000 payout if they get injured, soldier says. It's likelier than they realize.","['russia', 'russia', 'russia', 'russia', 'ukraine', 'ukraine', 'uk', 'uk', 'uk']",us,False,False,cyclone,left-center,Middle,False
14115,ABC News,Tropical Storm Philippe chugs toward Bermuda on a path to Atlantic Canada and New England,"['unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'puertorico', 'bermuda', 'bermuda', 'canada', 'antiguaandbarbuda', 'mexico', 'mexico']",us,True,True,cyclone,left-center,Middle,False
14120,ABC News,Tropical Storm Philippe drenches Bermuda en route to Atlantic Canada and New England,"['unitedstates', 'unitedstates', 'unitedstates', 'puertorico', 'bermuda', 'antiguaandbarbuda']",us,True,True,cyclone,left-center,Middle,False
14166,ABC News,Tropical Storm Philippe drenches Bermuda en route to Atlantic Canada and New England,"['unitedstates', 'unitedstates', 'unitedstates', 'puertorico', 'bermuda', 'antiguaandbarbuda']",us,True,True,cyclone,left-center,Middle,False
14529,Marketscreener.com,New Zealand's Tower raises annual profit forecast on lower cyclone allowance,"['newzealand', 'hungary', 'india']",fr,False,False,cyclone,least biased,,False
15251,The Times of India,Cyclone 'Tej' intensifies into extremely severe cyclonic storm,"['yemen', 'yemen', 'yemen', 'yemen', 'yemen', 'oman', 'oman', 'oman', 'oman', 'bangladesh']",in,False,False,cyclone,right-center,Middle,False
15645,Phys.Org,Study shows live plant pathogens can travel on dust across oceans,"['spain', 'unitedstates', 'unitedstates', 'unitedstates', 'mexico', 'haiti', 'cuba', 'philippines', 'ghana']",gb,False,False,cyclone,pro-science,Middle,False
16875,Time,Thousands of U.S. Workers Are on Strike. Here’s a Rundown of Major Work Stoppages,"['unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'us', 'us', 'us', 'us', 'unitedkingdom']",us,True,True,cyclone,left-center,Skews Left,False
16998,Al Jazeera English,Is Russia recruiting Muslim migrants to fight its war in Ukraine?,"['russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'russia', 'ukraine', 'ukraine', 'ukraine', 'ukraine', 'ukraine', 'ukraine', 'ukraine', 'ukraine', 'ukraine', 'ukraine', 'ukraine', 'unitedstates', 'unitedstates', 'czechia', 'uzbekistan', 'uzbekistan', 'not found', 'unitedkingdom']",us,True,False,cyclone,left-center,Skews Left,False
18161,Boing Boing,Incredibly bizarre video of forest floor lifting off the ground like a rug,['unitedkingdom'],us,False,False,cyclone,left,Strong Left,False
19528,The Verge,Google Search can now help verify an image’s origins,['israel'],us,False,False,cyclone,left-center,Middle,False
19748,Boing Boing,Astonishing image of Jupiter reveals never-before-seen wild weather phenomenon,[],us,False,False,cyclone,left,Strong Left,False
19930,Phys.Org,Royal Charter storm of 1859: How an almighty tempest led to the birth of the UK's shipping forecast,"['unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'uk', 'uk', 'uk', 'australia', 'australia', 'unitedstates', 'not found']",gb,True,True,cyclone,pro-science,Middle,False
19967,Business Insider,I moved from California to Texas and had to take a train to visit for the first time because I couldn't afford a flight. Now I own a home.,"['unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'us']",us,True,True,cyclone,left-center,Middle,False
20053,Forbes,Family Entertainment Centers: Tips For Generating Profits In Any Weather,"['unitedstates', 'unitedstates']",us,True,True,cyclone,right-center,Middle,False
20110,ABC News,"'Miracle' water year in California: Rain, snow put reservoirs at 128% of average","['unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates']",us,True,True,cyclone,left-center,Middle,False
20133,Phys.Org,Storm Babet caused dangerous floods as the 'dry side' of Scotland isn't used to such torrential rain,"['uk', 'uk', 'uk', 'uk', 'uk', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'turkey', 'turkey', 'turkey', 'portugal']",gb,True,True,cyclone,pro-science,Middle,False
23481,ABC News,Horrors emerge from Hamas infiltration of Israel on Gaza border,"['israel', 'israel', 'israel', 'israel', 'israel', 'israel', 'israel', 'israel', 'israel', 'palestinianterritories', 'palestinianterritories', 'palestinianterritories', 'palestinianterritories', 'palestinianterritories', 'palestinianterritories', 'palestinianterritories', 'palestinianterritories', 'ukraine', 'ukraine']",us,False,False,cyclone,left-center,Middle,False
24776,Boing Boing,Albatrosses listen to the sea to navigate the sky,[],us,False,False,cyclone,left,Strong Left,False
27246,Time,"On AmeriCorps’ Thirtieth Anniversary, Congress Considers Gutting National Service","['unitedstates', 'unitedstates', 'unitedstates', 'unitedstates']",us,True,True,cyclone,left-center,Skews Left,False
30146,Android Central,These are the power banks I'm hoping to buy this Black Friday,"['colombia', 'italy', 'italy', 'italy', 'italy', 'italy']",gb,False,False,cyclone,,,False
32731,Business Insider,"James Webb Space Telescope discovers Jupiter has a jet stream whipping around the planet at 320 mph, twice as fast as Earth's fiercest hurricanes",[],us,False,False,cyclone,left-center,Middle,False
32897,Digital Trends,Researchers discover a 320-mph jet stream around Jupiter’s equator,"['not found', 'spain']",us,False,False,cyclone,,Middle,False
33326,Deadline,‘In Restless Dreams’ Director Alex Gibney On Paul Simon’s Extraordinary Music: “It Gets In Your Lungs And Suddenly You’re Breathing It”,"['unitedkingdom', 'unitedkingdom', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'us', 'canada']",us,True,True,cyclone,left-center,Middle,False
39423,BBC News,Band walks 870 miles to complete Wales tour,"['unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'uk']",gb,True,True,cyclone,left-center,Middle,False
50557,The Punch,"Remo, Sporting clash in southwest derby","['canada', 'canada', 'canada', 'canada', 'canada', 'canada', 'canada', 'canada', 'canada', 'canada', 'canada', 'canada', 'not found', 'not found', 'not found', 'not found', 'not found', 'not found', 'not found', 'not found', 'not found', 'not found', 'not found', 'not found', 'not found', 'not found', 'nigeria', 'nigeria', 'nigeria', 'nigeria', 'nigeria', 'nigeria', 'nigeria', 'nigeria', 'nigeria', 'nigeria', 'nigeria', 'nigeria', 'nigeria', 'nigeria', 'nigeria', 'nigeria', 'nigeria', 'laos', 'laos', 'laos', 'laos', 'laos', 'laos', 'laos', 'laos', 'laos', 'laos']",ng,True,True,cyclone,left-center,,False
51109,The Indian Express,Depression over Bay of Bengal likely to become low-intensity cyclone,"['india', 'india', 'india']",in,True,True,cyclone,left-center,Middle,False
53396,CNN,How Tropical Storm Philippe could muck up weather in the Northeast this weekend,"['us', 'us', 'us', 'canada', 'canada', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates']",us,True,True,cyclone,left-center,Skews Left,False
53408,CNN,"Tropical Storm Philippe will deliver another wet, miserable weekend to the Northeast","['us', 'us', 'us', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'canada', 'canada']",us,True,True,cyclone,left-center,Skews Left,False
53464,CNN,Tropical Storm Philippe will combine with a potent cold front to soak the Northeast this weekend,"['unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates']",us,True,True,cyclone,left-center,Skews Left,False
53566,CNN,"Rest of hurricane season in 'uncharted waters' because of El Niño, record ocean temperatures","['bahamas', 'unitedstates', 'us']",us,True,False,cyclone,left-center,Skews Left,False
53569,ABC News,Former Tropical Storm Philippe's remnants headed to waterlogged New England and Atlantic Canada,"['unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'france', 'antiguaandbarbuda', 'spain', 'mexico', 'mexico', 'hungary']",us,True,True,cyclone,left-center,Middle,False
53721,International Business Times,100 Most Beautiful Female K-Pop Idols Of 2023,"['france', 'france', 'china', 'china', 'china', 'china', 'china', 'not found', 'not found', 'not found', 'not found', 'not found', 'not found', 'not found', 'not found', 'taiwan', 'japan', 'japan', 'japan', 'southkorea', 'southkorea', 'southkorea', 'southkorea', 'southkorea', 'southkorea', 'southkorea', 'southkorea', 'southkorea', 'southkorea', 'southkorea', 'southkorea', 'southkorea', 'southkorea', 'southkorea', 'southkorea', 'southkorea', 'thailand', 'unitedstates', 'unitedstates', 'unitedstates', 'armenia', 'germany', 'iraq', 'cyprus', 'kazakhstan', 'italy', 'canada', 'canada', 'albania', 'southafrica', 'australia', 'democraticrepublicofthecongo']",us,True,False,cyclone,left-center,Middle,False
58348,ABC News,"Lidia dissipates after killing 1, injuring 2 near Mexico resort, Atlantic sees Tropical Storm Sean","['mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico']",us,False,False,cyclone,left-center,Middle,False
60879,Time,"Powerful Storm Hits Northern Europe, Killing at Least 4 People","['denmark', 'denmark', 'denmark', 'denmark', 'denmark', 'denmark', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'germany', 'germany', 'germany', 'germany', 'turkey', 'sweden', 'uk']",us,False,False,cyclone,left-center,Skews Left,False
60907,NPR,"Gale-force winds and floods strike northern Europe, killing at least 3 in the U.K.","['denmark', 'denmark', 'denmark', 'denmark', 'denmark', 'denmark', 'denmark', 'denmark', 'denmark', 'denmark', 'denmark', 'denmark', 'denmark', 'denmark', 'denmark', 'uk', 'uk', 'unitedstates', 'unitedstates', 'sweden', 'sweden', 'sweden', 'norway', 'norway', 'germany', 'germany', 'germany', 'germany', 'germany', 'turkey', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'greece']",us,True,False,cyclone,left-center,Middle,False
66292,BBC News,Warnings increased as Storm Babet batters England,"['unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'not found', 'not found', 'uk', 'malaysia']",gb,True,True,cyclone,left-center,Middle,False
68168,Phys.Org,"Researchers identify largest ever solar storm in ancient 14,300-year-old tree rings","['not found', 'france', 'france', 'france', 'greenland']",gb,False,False,cyclone,pro-science,Middle,False
72672,Globalsecurity.org,Iran to hold naval drills in Indian Ocean: Commander,"['iran', 'iran', 'iran']",us,False,False,cyclone,least biased,,False
73480,Business Insider,"One-third of the world's captive orcas are in the US, and no one can agree on what to do with them","['unitedstates', 'unitedstates', 'unitedstates', 'us', 'us', 'us', 'guinea', 'guinea', 'guinea', 'mexico', 'iceland', 'norway', 'not found']",us,True,True,cyclone,left-center,Middle,False
78435,International Business Times,Libya Flood Relief Hampered By 'Turf Wars' And Division,"['libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'unitedstates', 'unitedkingdom', 'france', 'germany', 'italy', 'russia', 'unitedarabemirates', 'us']",us,True,False,cyclone,left-center,Middle,False
78436,International Business Times,'Broken In Two': Libya Flood Survivors Grapple With Mental Health,"['libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya']",us,False,False,cyclone,left-center,Middle,False
78605,BBC News,Libya floods: The flawed response that increased Derna death toll,"['libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya']",gb,False,False,cyclone,left-center,Middle,False
78693,The Times of India,'Broken in two': Libya flood survivors grapple with mental health,"['libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya', 'libya']",in,False,False,cyclone,right-center,Middle,False
115739,BBC News,Storm Ciarán: Floods ravage Tuscany leaving three dead,"['italy', 'italy', 'italy', 'italy', 'italy', 'italy', 'italy', 'france', 'unitedkingdom', 'belgium', 'belgium', 'netherlands', 'germany', 'spain', 'portugal', 'jersey', 'slovenia', 'slovenia', 'croatia']",gb,True,False,cyclone,left-center,Middle,False
116256,BBC News,Jersey: Battered island deals with aftermath of Storm Ciarán,"['jersey', 'jersey', 'jersey']",gb,False,False,cyclone,left-center,Middle,False
116288,BBC News,No targeted mental health support for flood-hit farmers,['unitedkingdom'],gb,True,True,cyclone,left-center,Middle,False
116497,BBC News,Lincolnshire fireworks and bonfires cancelled due to weather,"['unitedkingdom', 'unitedkingdom', 'unitedkingdom']",gb,True,True,cyclone,left-center,Middle,False
125278,The Times of India,"We are headed to 19,700-20,000 by Diwali; 4 sectors to drive market higher: Sanjiv Bhasin","['ukraine', 'israel', 'us', 'china', 'china', 'china', 'india', 'india', 'india']",in,True,False,cyclone,right-center,Middle,False
133697,The Times of India,"Three people dead, several missing after heavy rains, flooding in Tuscany","['italy', 'italy', 'italy', 'italy', 'italy', 'italy', 'italy', 'italy', 'not found', 'unitedkingdom', 'unitedkingdom', 'belgium', 'france']",in,False,False,cyclone,right-center,Middle,False
135096,Phys.Org,"Storms kill three, displace thousands in southern South America","['unitedstates', 'paraguay', 'uruguay', 'uruguay', 'brazil', 'brazil', 'brazil', 'brazil', 'brazil', 'brazil', 'brazil', 'brazil', 'argentina', 'argentina', 'argentina', 'argentina']",gb,False,False,cyclone,pro-science,Middle,False
135445,BBC News,Devon and Cornwall forecast brings new flooding fears,"['unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom']",gb,True,True,cyclone,left-center,Middle,False
135454,Forbes,Why School Location Can Expose Certain Kids To More Air Pollution,"['unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'china', 'georgia', 'not found', 'not found', 'finland', 'finland', 'norway']",us,True,True,cyclone,right-center,Middle,False
136947,The Punch,Meet Nigeria’s most talked about pet influencer OGA DUKE,"['nigeria', 'nigeria', 'nigeria', 'nigeria', 'nigeria', 'nigeria', 'nigeria', 'nigeria', 'nigeria', 'nigeria', 'nigeria', 'nigeria', 'nigeria', 'not found', 'not found', 'not found', 'japan', 'japan']",ng,True,True,cyclone,left-center,,False
146242,Forbes,NASA’s Hubble Drops Image Of Jupiter In Ultraviolet—What It Means,['india'],us,False,False,cyclone,right-center,Middle,False
159144,Forbes,"Aurora Possible In Northern U.S. On Sunday, Say Experts","['unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'us', 'us']",us,True,True,cyclone,right-center,Middle,False
164766,ETF Daily News,"Versor Investments LP Purchases Shares of 3,000 RenaissanceRe Holdings Ltd. (NYSE:RNR)","['not found', 'democraticrepublicofthecongo', 'unitedstates', 'us']",us,True,False,cyclone,,,False
164805,ETF Daily News,Royce & Associates LP Has $30.96 Million Stock Holdings in RenaissanceRe Holdings Ltd. (NYSE:RNR),"['not found', 'democraticrepublicofthecongo', 'unitedstates', 'us']",us,True,False,cyclone,,,False
167820,BBC News,Spirit of Discovery cruise ship back in UK after 100 passengers hurt in storm,"['uk', 'not found']",gb,False,False,cyclone,left-center,Middle,False
177869,BBC News,Jersey tornado confirmed as strongest on record,"['unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'jersey', 'jersey', 'jersey', 'jersey', 'uk', 'uk', 'uk', 'uk', 'ireland']",gb,True,True,cyclone,left-center,Middle,False
181146,Forbes,"Updated 2025 Ram 1500 Lineup Adds ""Don't Call It A Hybrid"" Ramcharger","['romania', 'canada', 'canada', 'canada', 'canada', 'canada', 'japan', 'thailand']",us,False,False,cyclone,right-center,Middle,False
228996,Forbes,Aurora Could Glow Over U.S. This Weekend After Earth-Strike Zone Event,"['unitedkingdom', 'unitedkingdom', 'us', 'us', 'us', 'us', 'greece', 'italy', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'canada', 'iceland', 'finland', 'finland', 'norway', 'sweden', 'russia']",us,True,False,cyclone,right-center,Middle,False
229053,Forbes,18M Properties And $8T At Extreme Risk And How It’s Changing Housing,"['us', 'us', 'us', 'us', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'italy']",us,True,True,cyclone,right-center,Middle,False
242544,NPR,Pakistan is planting lots of mangrove forests. So why are some upset?,"['pakistan', 'pakistan', 'pakistan', 'pakistan', 'pakistan', 'pakistan', 'pakistan', 'pakistan', 'pakistan', 'pakistan', 'pakistan', 'unitedstates', 'unitedstates', 'argentina']",us,True,False,cyclone,left-center,Middle,False
284414,Forbes,Holiday Gift Guide 2023: The Best Stocking Stuffers For Business Travelers,"['france', 'japan', 'unitedstates', 'unitedstates', 'us']",us,True,True,cyclone,right-center,Middle,False
293939,BBC News,Storm Debi: Warning not to travel as warnings in place,"['unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'ireland', 'ireland', 'ireland', 'ireland', 'ireland', 'ireland', 'ireland', 'ireland', 'ireland', 'ireland', 'ireland', 'not found']",gb,True,False,cyclone,left-center,Middle,False
292174,BBC News,Storm Debi: Wales weather warning for 80mph wind gusts,"['unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'ireland', 'ireland', 'not found']",gb,True,True,cyclone,left-center,Middle,False
292975,Business Insider,"Drug-abusing Russian soldiers get sent to fight with Storm Z assault forces as punishment, intel says, putting them on the front lines with convicts","['uk', 'uk', 'uk', 'ukraine', 'unitedstates']",us,True,False,cyclone,left-center,Middle,False
293536,BBC News,Storm Debi: Warning not to travel as warnings in place,"['unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'ireland', 'ireland', 'ireland', 'ireland', 'ireland', 'ireland', 'ireland', 'ireland', 'ireland', 'ireland', 'ireland', 'not found']",gb,True,False,cyclone,left-center,Middle,False
293622,BBC News,Storm Debi yellow rain warning comes into force in parts of Scotland,"['unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'unitedkingdom', 'uk', 'uk', 'uk', 'not found', 'ireland']",gb,True,True,cyclone,left-center,Middle,False
293911,CNN,Taylor Swift concert postponement prompts airline to waive change fee | CNN,"['argentina', 'argentina', 'argentina', 'argentina', 'us', 'unitedstates']",us,True,False,cyclone,left-center,Skews Left,False
294074,Time,How to Get Ahead of Travel Nightmares This Holiday Season,"['us', 'us', 'us', 'us', 'us', 'us', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'australia', 'germany']",us,True,True,cyclone,left-center,Skews Left,False
305364,The Verge,Amazon’s latest Fire TV Stick 4K Max is on sale for a new low price,"['gb', 'gb', 'colombia', 'colombia']",us,False,False,cyclone,left-center,Middle,False
305902,NPR,Colorado banned forced prison labor 5 years ago. Prisoners say it's still happening,"['us', 'us', 'us', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates', 'unitedstates']",us,True,True,cyclone,left-center,Middle,False
81860,Globalsecurity.org,Malawi Begins Free Food Distribution to Hunger-Stricken Citizens,"['mozambique', 'madagascar', 'not found', 'malawi']",us,False,False,cyclone,least biased,,False
82458,BBC News,Hurricane Otis: Mexico troops tackle looting in devastated Acapulco,"['mexico', 'mexico', 'mexico', 'mexico', 'mexico']",gb,False,False,cyclone,left-center,Middle,False
82497,BBC News,Mexico braces for 'extremely dangerous' Hurricane Otis,"['mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'brazil']",gb,False,False,cyclone,left-center,Middle,False
82499,BBC News,Mexico storm: Dozens still missing after Hurricane Otis hit,"['mexico', 'mexico', 'mexico', 'mexico']",gb,False,False,cyclone,left-center,Middle,False
82521,ABC News,Hurricane Otis makes landfall in Mexico as Category 5 storm,"['mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico']",us,False,False,cyclone,left-center,Middle,False
82523,BBC News,Hurricane Otis: Mexico assesses damage after storm,"['mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico']",gb,False,False,cyclone,left-center,Middle,False
